S pagonite na dyavola;Description unavailable;https://www.imdb.com/title/tt0348513/;Adventure;9.3;6;1967-09-04;
Mega Babies;Mega Babies is a TV series starring Richard M Dumont, Laura Teasdale, and Sonja Ball. Mega Babies is a show about a trio of super infants named Meg, Derrick, and Buck who, with the help of their guardian, Nurse Lazlo, defend their...;https://www.imdb.com/title/tt0348512/;['Animation', 'Comedy', 'Fantasy', 'Sci-Fi'];3.2;584;1999-10-10;
Lucille's Car Care Clinic;Lucille's Car Care Clinic is a TV series starring Lucille Treganowan. Lucille Treganowan, America's most renowned female mechanic, hosts Home & Garden Television's "Lucille's Car Care Clinic". She opened her first transmission shop...;https://www.imdb.com/title/tt0348511/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The It Factor: Los Angeles;The It Factor: Los Angeles is a TV series starring Krystal Harris, LisaRaye McCoy, and Jennifer Ann Massey. Season 2 of "The It Factor: Los Angeles" follows 9 diverse actors as they go about the struggle of "making it" in the...;https://www.imdb.com/title/tt0348510/;Reality-TV;8.5;28;2003-01-13;
Filligoggin;Description unavailable;https://www.imdb.com/title/tt0348509/;Family;No Rating;Total Rating Count N/A;Unknown;
Animal Precinct;Animal Precinct is a TV series starring Michael Madsen, Jerusa Paiva, and Joann Sandano. Animal Precinct follows the officers of the Humane Law Enforcement division of the American Society for the Prevention of Cruelty to Animals...;https://www.imdb.com/title/tt0348507/;['Crime', 'Documentary', 'Drama'];8.3;106;2001-06-26;
The Adventures of the AfterMath Crew;The Adventures of the AfterMath Crew is a TV series starring Danielle Bernard, Emilie Ferguson, and Josh Ferguson. Five kids run a pirate television show from a secret studio in the basement of their school. A nasty puppet with poor...;https://www.imdb.com/title/tt0348506/;['Comedy', 'Family'];No Rating;Total Rating Count N/A;2003-05-31;
La vie du bon côté;Description unavailable;https://www.imdb.com/title/tt0348316/;Documentary;No Rating;Total Rating Count N/A;1973-05-21;
Trapos íntimos;Trapos íntimos is a TV series starring Marlene De Andrade, Carlos Montilla, and Noel Carmona. Fernando Lobo es un joven viudo, quien piensa que nadie podrá sustituir a su esposa. Padre de tres hijas, decide mudarse a Caracas. Isabel...;https://www.imdb.com/title/tt0348238/;['Drama', 'Family'];8.9;9;2002-11-01;
Shrinks;Description unavailable;https://www.imdb.com/title/tt0348013/;Drama;7.4;26;1991-02-13;
Samurai Girl: Real Bout High School;Samurai Girl: Real Bout High School is a TV series starring Steve Blum, Michelle Ruff, and Dina Sherman. Teens at a high school settle their problems by dueling with each other.;https://www.imdb.com/title/tt0347854/;['Animation', 'Action', 'Comedy', 'Fantasy'];5.4;57;2001-07-30;
La romana;Description unavailable;https://www.imdb.com/title/tt0347893/;Drama;7.0;30;1988-11-06;
Narradores;Description unavailable;https://www.imdb.com/title/tt0347867/;Comedy;No Rating;Total Rating Count N/A;1991-07-13;
Pan Tau;Pan Tau is a TV series starring Otto Simánek, Frantisek Filipovský, and Jirina Bohdalová. The children's series reintroduces on the screen Mister Tau the charmer, along with his double, Uncle Alfons. It is impossible to tell them...;https://www.imdb.com/title/tt0347733/;['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy'];7.4;484;1970-12-13;
Pan Tau;Pan Tau is a TV series starring Otto Simánek, Frantisek Filipovský, and Jirina Bohdalová. The children's series reintroduces on the screen Mister Tau the charmer, along with his double, Uncle Alfons. It is impossible to tell them...;https://www.imdb.com/title/tt0347732/;['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy'];7.4;484;1970-12-13;
Pan Tau;Pan Tau is a TV series starring Otto Simánek, Frantisek Filipovský, and Jirina Bohdalová. The children's series reintroduces on the screen Mister Tau the charmer, along with his double, Uncle Alfons. It is impossible to tell them...;https://www.imdb.com/title/tt0347731/;['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy'];7.4;484;1970-12-13;
Joby;Joby is a TV series starring Richard Tolan, Patrick Stewart, and Lorraine Peters. Eleven-year-old Joby has won a place at Cressley Grammar School the following term. Over the course of the summer holiday, whilst his mother is in...;https://www.imdb.com/title/tt0347282/;['Adventure', 'Drama', 'Family'];7.0;9;1975-01-12;
Geminus;Geminus is a TV series starring Walter Chiari, Ira von Fürstenberg, and Alida Chelli. In Rome, a young reporter sees thieves who are stealing an archaelogic piece. He makes some dangerous investigation but the police do not believe...;https://www.imdb.com/title/tt0347050/;Mystery;6.4;7;1969-08-15;
Las gatitas y ratones de Porcel;Description unavailable;https://www.imdb.com/title/tt0347047/;Comedy;6.4;30;Unknown;
Eyeless in Gaza;Description unavailable;https://www.imdb.com/title/tt0346956/;Genre Unknown;7.1;12;1971-09-12;
Death in Holy Orders;Death in Holy Orders is a TV mini-series starring Jesse Spencer, Alan Howard, and Martin Shaw. Detective Adam Dalgliesh looks into the death of a young ordinand who died under mysterious circumstances.;https://www.imdb.com/title/tt0346847/;['Crime', 'Drama', 'Mystery', 'Thriller'];7.3;473;2003-08-23;
Bienvenidos;Bienvenidos is a TV series starring Miguel Ángel Landa, Julio Gasette, and Gustavo Camacho. The misadventures of El Loco Hugo and several characters who live in Caracas, Venezuela. Making a parody and satire to Venezuelan society...;https://www.imdb.com/title/tt0346607/;Comedy;7.4;42;Unknown;
Talk TV;Description unavailable;https://www.imdb.com/title/tt0346410/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
TV-Åben;Description unavailable;https://www.imdb.com/title/tt0346409/;Genre Unknown;No Rating;Total Rating Count N/A;1994-10-02;
TV Tales;Description unavailable;https://www.imdb.com/title/tt0346408/;Genre Unknown;No Rating;Total Rating Count N/A;2002-03-31;
TV 10;Description unavailable;https://www.imdb.com/title/tt0346407/;Family;8.2;6;1994-01-08;
Sérieux s'abstenir;Description unavailable;https://www.imdb.com/title/tt0346406/;Comedy;No Rating;Total Rating Count N/A;Unknown;
El sátiro;Description unavailable;https://www.imdb.com/title/tt0346405/;['Crime', 'Mystery'];No Rating;Total Rating Count N/A;1970-09-03;
Super-Chancen;Super-Chancen is a TV series starring Suzanne Bjerrehuus. Bingo show hosted by Suzanne Bjerrehuus.;https://www.imdb.com/title/tt0346404/;Game-Show;2.1;7;Unknown;
El super blablazo;Description unavailable;https://www.imdb.com/title/tt0346403/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Stifinder;Description unavailable;https://www.imdb.com/title/tt0346402/;['Family', 'Game-Show'];No Rating;Total Rating Count N/A;Unknown;
Stars à la barre;Description unavailable;https://www.imdb.com/title/tt0346401/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Tocando las estrellas;Description unavailable;https://www.imdb.com/title/tt0346420/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Tips og idéer;Description unavailable;https://www.imdb.com/title/tt0346419/;Family;No Rating;Total Rating Count N/A;Unknown;
Tightrope;Tightrope is a TV series starring John Savident, Spencer Banks, and David Munro. Sixth-former Martin Clifford is plunged into the world of espionage and sabotage when he and his class see schools programmes from "The Voice of...;https://www.imdb.com/title/tt0346418/;['Adventure', 'Family'];7.8;12;1972-01-19;
The order - rahan jäljillä;The order - rahan jäljillä is a TV series starring Timo Harakka and Rene Petersen. Reporter Timo Harakka invests 10.000 euros to Asia and starts to track his money down so he can see how globalisation affects people.;https://www.imdb.com/title/tt0346417/;Genre Unknown;No Rating;Total Rating Count N/A;2002-12-26;
That's My Baby;Description unavailable;https://www.imdb.com/title/tt0346416/;Documentary;8.7;9;Unknown;
The Tex Avery Show;Description unavailable;https://www.imdb.com/title/tt0346415/;Animation;6.7;144;Unknown;
Tenshi na konamaiki;Tenshi na konamaiki is a TV series starring Megumi Hayashibara, Makiko Ômoto, and Wataru Takagi. A pretty schoolgirl hides a secret: she is actually a boy who got turned into a girl and is looking for a way to change herself back.;https://www.imdb.com/title/tt0346414/;['Animation', 'Comedy', 'Drama'];7.8;99;2002-04-06;
Teleteatro de suspenso;Description unavailable;https://www.imdb.com/title/tt0346413/;Mystery;No Rating;Total Rating Count N/A;Unknown;
Taxi;Description unavailable;https://www.imdb.com/title/tt0346412/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Talkshowet;Description unavailable;https://www.imdb.com/title/tt0346411/;Talk-Show;6.9;10;1991-10-12;
WFA 2;Description unavailable;https://www.imdb.com/title/tt0346440/;Genre Unknown;No Rating;Total Rating Count N/A;2003-01-28;
Det vildeste pis - med Jill;Description unavailable;https://www.imdb.com/title/tt0346439/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Viihdeohjelma Tukholma;Description unavailable;https://www.imdb.com/title/tt0346438/;Comedy;6.2;13;1993-01-02;
Viften;Description unavailable;https://www.imdb.com/title/tt0346437/;Genre Unknown;No Rating;Total Rating Count N/A;1994-01-22;
Videosynet;Description unavailable;https://www.imdb.com/title/tt0346436/;Genre Unknown;No Rating;Total Rating Count N/A;1987-11-22;
Via de estrellas;Description unavailable;https://www.imdb.com/title/tt0346435/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Ver para creer;Description unavailable;https://www.imdb.com/title/tt0346434/;Documentary;No Rating;Total Rating Count N/A;2001-01-24;
Vece sa zvezdama;Description unavailable;https://www.imdb.com/title/tt0346433/;Documentary;8.0;8;Unknown;
Vece sa glumcem;Description unavailable;https://www.imdb.com/title/tt0346432/;['Comedy', 'Documentary'];No Rating;Total Rating Count N/A;Unknown;
Vagn i København;Description unavailable;https://www.imdb.com/title/tt0346431/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Uncommon Valor;Uncommon Valor is a TV series starring Dan Riss and Holland M. Smith. Hosted by General Holland "Howlin' Mad Smith, this gritty series documents the U.S. Marines in combat in the Pacific theater during World War II and then during...;https://www.imdb.com/title/tt0346430/;['Action', 'Documentary', 'War'];No Rating;Total Rating Count N/A;Unknown;
Uden filter;Description unavailable;https://www.imdb.com/title/tt0346429/;Genre Unknown;No Rating;Total Rating Count N/A;1992-10-20;
Télé-Zèbre;Description unavailable;https://www.imdb.com/title/tt0346428/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Den tänkande brevbäraren;Description unavailable;https://www.imdb.com/title/tt0346427/;Genre Unknown;No Rating;Total Rating Count N/A;1963-12-01;
Tutti i sogni del mondo;Description unavailable;https://www.imdb.com/title/tt0346426/;Comedy;7.6;9;2003-01-28;
Turen går til...;Description unavailable;https://www.imdb.com/title/tt0346425/;Documentary;No Rating;Total Rating Count N/A;1991-10-05;
Tricet návratu;Description unavailable;https://www.imdb.com/title/tt0346424/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Treasure Hunt;Treasure Hunt is a TV series starring Suzi Perry, Dermot Murnaghan, and Paul Fullerton. A relaunched version of the popular Channel 4 gameshow from the 80s;https://www.imdb.com/title/tt0346423/;Game-Show;7.3;9;2002-12-16;
ToonHeads;ToonHeads is a TV series starring Leslie Fram. Anthology series focusing on the golden age of American Animation. Each episode features full cartoons with commentary and the history behind some of the greatest cartoon shorts ever.;https://www.imdb.com/title/tt0346422/;['Documentary', 'Animation', 'Family', 'History'];8.4;72;1992-10-02;
Tomtefamiljen i Storskogen;Description unavailable;https://www.imdb.com/title/tt0346421/;Genre Unknown;No Rating;Total Rating Count N/A;1962-12-01;
À la folie, pas du tout;Description unavailable;https://www.imdb.com/title/tt0346450/;Documentary;No Rating;Total Rating Count N/A;Unknown;
¿Es usted el asesino?;Description unavailable;https://www.imdb.com/title/tt0346449/;['Crime', 'Mystery', 'Thriller'];No Rating;Total Rating Count N/A;Unknown;
Zig-Zag;Description unavailable;https://www.imdb.com/title/tt0346448/;Family;8.0;6;1987-09-28;
The World of Sports Illustrated;Description unavailable;https://www.imdb.com/title/tt0346447/;Sport;No Rating;Total Rating Count N/A;Unknown;
World Fighting Alliance;Description unavailable;https://www.imdb.com/title/tt0346446/;Action;No Rating;Total Rating Count N/A;2003-02-20;
WinTuition;WinTuition is a TV series starring Burton Richardson, Marc Summers, and Lisa Kennedy Montgomery. Contestants compete to answer general knowledge questions in order to win college tuition money for themselves or family members.;https://www.imdb.com/title/tt0346445/;['Family', 'Game-Show'];6.9;16;2002-12-09;
We Are Seven;We Are Seven is a TV series starring Helen Roberts, Christopher Mitchum, and Julianne Barron. Bridget Morgan is a single mother who lives in a small Welsh village in the 1930s. She is treated with hostility by the villagers because...;https://www.imdb.com/title/tt0346444/;Drama;No Rating;Total Rating Count N/A;1989-06-11;
Wall $treet Week with Fortune;Description unavailable;https://www.imdb.com/title/tt0346443/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Walk with Me;Description unavailable;https://www.imdb.com/title/tt0346442/;Documentary;No Rating;Total Rating Count N/A;2000-09-10;
WXO;WXO is a TV series starring Al Dobalo, Barry Darsow, and Chris Guy. The unfortunately short lived wrestling federation run by former WWF/E "Million Dollar Man" Ted DiBiase featuring stars from the WWF/E like Johnny Ace, Mike "Bart...;https://www.imdb.com/title/tt0346441/;['Action', 'Comedy', 'Family'];7.5;8;2000-01-16;
Ça va se savoir;Description unavailable;https://www.imdb.com/title/tt0346453/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Ça s'en va et ça revient;Description unavailable;https://www.imdb.com/title/tt0346452/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Ærlige Otto;Description unavailable;https://www.imdb.com/title/tt0346451/;['Comedy', 'Family', 'Music'];No Rating;Total Rating Count N/A;1989-12-02;
O.J. - Alt for Norge;Description unavailable;https://www.imdb.com/title/tt0346360/;Comedy;7.6;43;2002-10-10;
Néstor Villegas vigila;Description unavailable;https://www.imdb.com/title/tt0346359/;Mystery;No Rating;Total Rating Count N/A;Unknown;
Nu' det jul;Description unavailable;https://www.imdb.com/title/tt0346358/;Music;No Rating;Total Rating Count N/A;2002-12-23;
Noticias de novela;Description unavailable;https://www.imdb.com/title/tt0346357/;Family;No Rating;Total Rating Count N/A;Unknown;
Nokkengang;Description unavailable;https://www.imdb.com/title/tt0346356/;Family;No Rating;Total Rating Count N/A;Unknown;
La noche más larga;Description unavailable;https://www.imdb.com/title/tt0346355/;['Documentary', 'Musical'];No Rating;Total Rating Count N/A;Unknown;
1999;1999 is a TV series starring Kim Schumacher. 'Kim Schumacher' presents music videos.;https://www.imdb.com/title/tt0346354/;Genre Unknown;6.0;6;Unknown;
Newsmagazine;Description unavailable;https://www.imdb.com/title/tt0346353/;Documentary;No Rating;Total Rating Count N/A;Unknown;
The New Gong Show;Description unavailable;https://www.imdb.com/title/tt0346352/;Genre Unknown;No Rating;Total Rating Count N/A;2001-05-01;
Neun Live: Reiseclub;Neun Live: Reiseclub is a TV series starring Robin Bade, Tina Kaiser, and Jürgen Milski. Nine Live: Travel Club.;https://www.imdb.com/title/tt0346351/;['Family', 'Game-Show'];1.3;27;Unknown;
Nelly Nut Show;Nelly Nut Show is a TV series starring Nicole Reilly, Peter Amelung, and Lars Hjortshøj. A live animated game show 'hosted' by the nine-year-old bundle of energy Nelly Nut. Kids telephone the show and play games live on TV. Nelly...;https://www.imdb.com/title/tt0346350/;['Animation', 'Comedy', 'Family', 'Talk-Show'];5.9;9;Unknown;
En naturlig forklaring;Description unavailable;https://www.imdb.com/title/tt0346349/;['Documentary', 'Family'];7.2;6;1989-03-01;
NBC Television Opera Theatre;Description unavailable;https://www.imdb.com/title/tt0346348/;['Family', 'Music'];5.9;8;1949-03-16;
El muñeco maldito;Description unavailable;https://www.imdb.com/title/tt0346347/;['Horror', 'Mystery'];8.2;13;Unknown;
El mundo del espectáculo;Description unavailable;https://www.imdb.com/title/tt0346346/;Documentary;No Rating;Total Rating Count N/A;Unknown;
La montagne du Hollandais;Description unavailable;https://www.imdb.com/title/tt0346345/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
El monstruo no ha muerto;El monstruo no ha muerto is a TV mini-series starring Roberto Airaldi, Luis Corradi, and Mario Giusti. Adolf Hitler has not died and he lives privately in South America in 1970. From there he directs an organization that tries to...;https://www.imdb.com/title/tt0346344/;['Horror', 'Mystery'];No Rating;Total Rating Count N/A;1970-05-14;
Monster Garage;Monster Garage is a TV series starring Jesse James, Hector Orlandi, and George Barris. Expert mechanic Jesse James helms this high-octane series that transforms regular cars into outrageous vehicles in just seven days.;https://www.imdb.com/title/tt0346343/;['Reality-TV', 'Sport'];5.9;626;2002-06-23;
Monokrom;Description unavailable;https://www.imdb.com/title/tt0346342/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Mit Danmark;Description unavailable;https://www.imdb.com/title/tt0346341/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Missä olet Peter Aava?;Description unavailable;https://www.imdb.com/title/tt0346340/;Drama;6.1;16;2002-12-19;
Midt i musikken;Description unavailable;https://www.imdb.com/title/tt0346339/;Genre Unknown;No Rating;Total Rating Count N/A;1990-01-08;
Mi pequeña mamá;Description unavailable;https://www.imdb.com/title/tt0346338/;['Adventure', 'Comedy', 'Fantasy', 'Horror'];7.4;18;2004-06-29;
Meyers køkken;Meyers køkken is a TV series starring Claus Meyer. Classic, celebrated cooking show with one of Denmark's greatest celebrity chefs.;https://www.imdb.com/title/tt0346337/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Meet Me at the Zoo;Description unavailable;https://www.imdb.com/title/tt0346335/;Genre Unknown;No Rating;Total Rating Count N/A;1953-01-10;
Max e Tux;Description unavailable;https://www.imdb.com/title/tt0346334/;Comedy;3.2;12;Unknown;
Marta Susana;Marta Susana is a TV series starring Lucía Méndez, Pedro Antonio Torres, and Steve Bocaranda. About a Cuban family is a talk show;https://www.imdb.com/title/tt0346333/;Genre Unknown;No Rating;Total Rating Count N/A;2001-10-22;
Marta Susana;Description unavailable;https://www.imdb.com/title/tt0346332/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Makedonski narodni prikazni 2;Description unavailable;https://www.imdb.com/title/tt0346331/;Genre Unknown;9.2;56;Unknown;
Rumores;Rumores is a TV series starring Gregory Duke, Gabriela Flores, and Alfonso Mier y Terán. Two not very intelligent, not very clever friends who used to work together at a newspaper have been fired. Now they are trying to find a way...;https://www.imdb.com/title/tt0346390/;Comedy;No Rating;Total Rating Count N/A;Unknown;
El ruedo;Description unavailable;https://www.imdb.com/title/tt0346389/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Rock 'n' Roll Summer Action;Description unavailable;https://www.imdb.com/title/tt0346388/;Music;No Rating;Total Rating Count N/A;1985-07-17;
The Rock 'n' Roll Evening News;Description unavailable;https://www.imdb.com/title/tt0346387/;News;4.8;5;Unknown;
Rive droite - rive gauche;Description unavailable;https://www.imdb.com/title/tt0346386/;Talk-Show;5.2;12;Unknown;
Rikospoliisi Maria Kallio;Description unavailable;https://www.imdb.com/title/tt0346385/;['Crime', 'Drama', 'Thriller'];6.5;133;2003-01-06;
The Riddlers;The Riddlers is a TV series starring Richard Robinson, Mike Gallant, and Victoria Williams. The show focused upon Miss Majorie Dawe and two Riddlers Mossop and Tiddler who lived in a well in her back garden at Riddleton End.;https://www.imdb.com/title/tt0346384/;['Family', 'Fantasy'];7.9;45;1989-11-02;
Resistiré;Resistiré is a TV series starring Pablo Echarri, Celeste Cid, and Carolina Fal. A married woman struggles with attraction to another man. But with a monster for a husband, she's got bigger problems.;https://www.imdb.com/title/tt0346383/;['Drama', 'Mystery', 'Romance', 'Crime', 'Thriller'];7.4;230;2003-01-13;
Recuerdo de Amor;Description unavailable;https://www.imdb.com/title/tt0346382/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Laku noc deco;Description unavailable;https://www.imdb.com/title/tt0346320/;Genre Unknown;8.9;70;Unknown;
Labyrint;Description unavailable;https://www.imdb.com/title/tt0346319/;['Family', 'Game-Show'];5.0;6;Unknown;
La' os nu se;Description unavailable;https://www.imdb.com/title/tt0346318/;Family;No Rating;Total Rating Count N/A;Unknown;
Korkeajännitystä - eli sähköä kotiinkuljetettuna;Description unavailable;https://www.imdb.com/title/tt0346317/;Comedy;6.6;19;2001-01-06;
Kom indenfor;Description unavailable;https://www.imdb.com/title/tt0346316/;Family;No Rating;Total Rating Count N/A;Unknown;
Kom i form;Description unavailable;https://www.imdb.com/title/tt0346315/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Kôkaku kidôtai: Stand Alone Complex;Kôkaku kidôtai: Stand Alone Complex is a TV series starring Shirô Saitô, Mary Elizabeth McGlynn, and William Frederick Knight. The futuristic adventures of a female cyborg counter intelligence agent and her support team.;https://www.imdb.com/title/tt0346314/;['Animation', 'Action', 'Crime', 'Sci-Fi', 'Thriller'];8.5;18053;2002-10-01;
Klipp;Description unavailable;https://www.imdb.com/title/tt0346313/;Family;No Rating;Total Rating Count N/A;Unknown;
Klar - parat - svar;Description unavailable;https://www.imdb.com/title/tt0346312/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Kamen raidâ Agito;Kamen raidâ Agito is a TV series starring Toshiki Kashû, Jun Kaname, and Touko Fujita. An amnesiac, happy go lucky boy uses the power of Agito to battle the Unknowns and unravel the mystery of his past.;https://www.imdb.com/title/tt0346311/;['Action', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi'];8.1;331;2001-01-28;
The Real Story;Description unavailable;https://www.imdb.com/title/tt0346380/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Rayon X;Description unavailable;https://www.imdb.com/title/tt0346379/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Ralf Little Show;Description unavailable;https://www.imdb.com/title/tt0346378/;['Comedy', 'Talk-Show'];No Rating;Total Rating Count N/A;2002-10-17;
Puttin' on the Hits;Puttin' on the Hits is a TV series starring Bruce Chandler, Ed McMahon, and Allen Fawcett. Contestants compete by lip syncing the words to popular songs, creating the illusion that they are the artist or group performing live.;https://www.imdb.com/title/tt0346377/;['Game-Show', 'Music'];6.5;30;1984-09-15;
Puro loco;Description unavailable;https://www.imdb.com/title/tt0346376/;Comedy;8.2;8;1995-03-16;
Pulsaciones;Description unavailable;https://www.imdb.com/title/tt0346375/;Family;5.3;13;2002-07-24;
Profiles of Excellence;Description unavailable;https://www.imdb.com/title/tt0346374/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Profilen;Profilen is a TV series starring Anders Fogh Rasmussen, Ritt Bjerregaard, and Mogens Lykketoft. Danmarks Radio's weekly political talk-show.;https://www.imdb.com/title/tt0346373/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
El precio del poder;Description unavailable;https://www.imdb.com/title/tt0346372/;['Drama', 'Mystery', 'Thriller'];8.1;7;Unknown;
Povuci rucnu;Description unavailable;https://www.imdb.com/title/tt0346371/;['Comedy', 'Musical'];8.0;7;Unknown;
Polykrom;Description unavailable;https://www.imdb.com/title/tt0346370/;Documentary;No Rating;Total Rating Count N/A;1993-10-14;
Penn & Teller: Bullshit!;Penn & Teller: Bullshit! is a TV series starring Penn Jillette, Teller, and Shera Pollins. The comedy illusionist duo explore various topics and debunk what they consider misconceptions about them.;https://www.imdb.com/title/tt0346369/;['Comedy', 'Documentary'];8.2;11450;2003-01-24;
Pengo! Steinzeit!;Description unavailable;https://www.imdb.com/title/tt0346368/;Genre Unknown;No Rating;Total Rating Count N/A;2002-11-28;
Parløb;Description unavailable;https://www.imdb.com/title/tt0346367/;['Drama', 'Family'];No Rating;Total Rating Count N/A;1990-09-03;
Paris dernière;Description unavailable;https://www.imdb.com/title/tt0346366/;Documentary;7.7;28;Unknown;
P.I.S. - Politiets indsatsstyrke;P.I.S. - Politiets indsatsstyrke is a TV series starring Carsten Kressner, Jonas Schmidt, and Lai Yde Holgaard. This spoofed docu-soap series follows the crew on a Police "SWAT" team in training, in missions and privately.;https://www.imdb.com/title/tt0346365/;['Action', 'Comedy', 'Crime'];7.9;244;Unknown;
Opstanok;Description unavailable;https://www.imdb.com/title/tt0346364/;['Drama', 'Family'];9.0;44;1991-03-09;
On the Carousel;Description unavailable;https://www.imdb.com/title/tt0346363/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Om Kulthum;Om Kulthum is a TV mini-series starring Sabreen, Samir Sabri, and Izzat Abu-Of. Based on biography of the greatest Egyptian singer Om Kulthum .;https://www.imdb.com/title/tt0346362/;['Biography', 'Drama', 'Musical'];6.6;183;Unknown;
Den offentlige mening;Description unavailable;https://www.imdb.com/title/tt0346361/;Documentary;No Rating;Total Rating Count N/A;1990-03-08;
Stand Up, America;Description unavailable;https://www.imdb.com/title/tt0346400/;Documentary;No Rating;Total Rating Count N/A;2003-01-12;
Sport on Friday;Description unavailable;https://www.imdb.com/title/tt0346399/;Genre Unknown;No Rating;Total Rating Count N/A;1993-10-08;
SoapTalk;Description unavailable;https://www.imdb.com/title/tt0346398/;Talk-Show;5.0;69;2002-06-10;
En småstad vid seklets början;En småstad vid seklets början is a TV series starring Marianne Rutegård, Ted Gärdestad, and Hasse Jonsson. This is a Christmas-themed television series, set in 1910s Sweden. The ship "Juliana" and its crew transport products and...;https://www.imdb.com/title/tt0346397/;Family;No Rating;Total Rating Count N/A;1966-11-27;
DR-Derude: Grønland - Den sidste slæderejse;Description unavailable;https://www.imdb.com/title/tt0346396/;Documentary;8.0;13;1993-01-05;
Shay VeDror;Description unavailable;https://www.imdb.com/title/tt0346395/;Comedy;No Rating;Total Rating Count N/A;2002-06-03;
Ser man det;Description unavailable;https://www.imdb.com/title/tt0346394/;Family;No Rating;Total Rating Count N/A;Unknown;
Scoop à la Une;Description unavailable;https://www.imdb.com/title/tt0346393/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Sam and the River;Sam and the River is a TV series starring Simon West, Jo Rowbottom, and Harry Markham. Sam is a teenage boy who lives with his mother and and old man called Patrick in a pub on the River Thames. One day he sees a model aeroplane...;https://www.imdb.com/title/tt0346392/;Family;7.3;6;1975-04-24;
Ryg og rejs;Description unavailable;https://www.imdb.com/title/tt0346391/;Documentary;No Rating;Total Rating Count N/A;1986-02-02;
Magandang tanghali bayan MTB;Description unavailable;https://www.imdb.com/title/tt0346330/;['Comedy', 'Game-Show', 'Music', 'Musical'];6.7;11;1998-11-30;
Lunettes noires pour nuits blanches;Description unavailable;https://www.imdb.com/title/tt0346329/;Comedy;7.1;12;Unknown;
Lucky Luke;Description unavailable;https://www.imdb.com/title/tt0346328/;['Comedy', 'Western'];6.3;548;1992-03-20;
Long courrier;Description unavailable;https://www.imdb.com/title/tt0346327/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Little People: Big Discoveries;Little People: Big Discoveries is a TV series starring Julie Lemieux, Karen Bernstein, and Susan Roman. Claymation show about a group of savvy ethnically diverse preschool friends who have fun adventures in their idyllic little...;https://www.imdb.com/title/tt0346326/;['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical'];6.1;34;1999-03-05;
Lisice;Lisice is a TV series starring Hana Jovcic, Jelena Stupljanin, and Radmila Tomovic. A Belgrade version of "Sex and the City" about four unmarried women in their 30s.;https://www.imdb.com/title/tt0346325/;['Comedy', 'Drama', 'Romance'];5.4;348;2002-12-15;
Det lille hus på motorvejen;Description unavailable;https://www.imdb.com/title/tt0346324/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Lill-Stina på reportage i Storskogen;Description unavailable;https://www.imdb.com/title/tt0346323/;Genre Unknown;No Rating;Total Rating Count N/A;1964-11-29;
Laura;Description unavailable;https://www.imdb.com/title/tt0346322/;['Drama', 'Family', 'Romance'];6.7;43;2002-12-26;
Late Show;Description unavailable;https://www.imdb.com/title/tt0346321/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Kaj Munk;Kaj Munk is a TV mini-series starring Benny Poulsen, Merete Voldstedlund, and Karen Wegener. The life of Danish poet and pastor Kaj Munk, following him from student in 1917 until his sudden death by assassination under German...;https://www.imdb.com/title/tt0346310/;Genre Unknown;6.2;5;1986-01-05;
